,n_com,I,C,M,R,L
20,121.0,20.0,0.15128,0.03282,0.15088,0.02335
21,121.0,21.0,0.16759,0.04717,0.14874,0.05915
22,121.0,22.0,0.1299,0.05864,0.14025,0.08988
23,121.0,23.0,0.1424,0.03688,0.09385,0.33824
24,121.0,24.0,0.10094,0.05608,0.76315,0.02063
25,121.0,25.0,0.1281,0.04902,0.75048,0.00649
26,121.0,26.0,0.14695,0.05568,0.76437,0.09559
27,121.0,27.0,0.13969,0.04198,0.3278,0.00212
28,121.0,28.0,0.21353,0.06767,0.60993,0.07497
29,121.0,29.0,0.15246,0.05914,0.13277,0.00365
30,121.0,30.0,0.15867,0.05107,0.07753,0.02073
1,122.0,1.0,0.03754,0.0347,0.64154,0.0294
2,122.0,2.0,0.04388,0.01208,0.51247,0.00543
3,122.0,3.0,0.0531,0.00512,0.29193,0.01909
4,122.0,4.0,0.04757,0.00807,0.23925,0.23686
5,122.0,5.0,0.04488,0.03074,0.8079,0.09724
6,122.0,6.0,0.0588,0.01517,0.6723,0.06657
7,122.0,7.0,0.08202,0.02894,0.84428,0.01851
8,122.0,8.0,0.04318,0.02738,0.61939,0.02065
9,122.0,9.0,0.07173,0.04099,0.75088,0.35003
10,122.0,10.0,0.06126,0.03494,0.1541,0.00851
11,122.0,11.0,0.06701,0.02495,0.12159,0.07653
12,122.0,12.0,0.09344,0.02143,0.21368,0.00326
13,122.0,13.0,0.04506,0.01296,0.11768,0.0894
14,122.0,14.0,0.07641,0.02177,0.53589,0.08211
15,122.0,15.0,0.06081,0.01923,0.77796,0.02213
16,122.0,16.0,0.09978,0.04119,0.41732,0.1737
17,122.0,17.0,0.16534,0.019,0.24559,0.01971
18,122.0,18.0,0.09431,0.02811,0.77159,0.06388
19,122.0,19.0,0.05646,0.02213,0.28272,0.01344
20,122.0,20.0,0.13506,0.01869,0.07588,0.00251
21,122.0,21.0,0.15133,0.08226,0.85429,0.00373
22,122.0,22.0,0.1431,0.05033,0.49177,0.00751
23,122.0,23.0,0.10892,0.03687,0.74898,0.00777
24,122.0,24.0,0.082,0.02172,0.72078,0.11721
25,122.0,25.0,0.13058,0.0255,0.96491,0.21515
26,122.0,26.0,0.13507,0.02784,0.73326,0.02855
27,122.0,27.0,0.195,0.06832,0.17447,0.03435
28,122.0,28.0,0.11482,0.06638,0.08508,0.04175
29,122.0,29.0,0.15099,0.06574,0.26911,0.003
30,122.0,30.0,0.22068,0.07944,0.04865,0.00314
1,123.0,1.0,0.04141,0.00141,0.34964,0.02574
2,123.0,2.0,0.06624,0.01899,0.21606,0.10424
3,123.0,3.0,0.07646,0.01068,0.34423,0.02098
4,123.0,4.0,0.01788,0.00884,0.09959,0.00746
5,123.0,5.0,0.06489,0.03547,0.16241,0.0695
6,123.0,6.0,0.04928,0.00994,0.20038,0.05033
7,123.0,7.0,0.04679,0.0022,0.81143,0.25492
8,123.0,8.0,0.08306,0.03018,0.32154,0.21131
9,123.0,9.0,0.06507,0.02339,0.16668,0.00301
10,123.0,10.0,0.10825,0.01889,0.11438,0.01171
11,123.0,11.0,0.03296,0.02245,0.62864,0.01672
12,123.0,12.0,0.12298,0.03417,0.21896,0.09982
13,123.0,13.0,0.09379,0.01251,0.16262,0.01507
14,123.0,14.0,0.05369,0.0123,0.73056,0.00251
15,123.0,15.0,0.07427,0.02383,0.17435,0.00332
16,123.0,16.0,0.06063,0.0416,0.43611,0.20713
17,123.0,17.0,0.04981,0.03835,0.52255,0.01128
18,123.0,18.0,0.06825,0.00723,0.65666,0.0546
19,123.0,19.0,0.091,0.01355,0.51118,0.07677
20,123.0,20.0,0.13846,0.03439,0.56838,0.01799
21,123.0,21.0,0.10956,0.01664,0.89861,0.00217
22,123.0,22.0,0.144,0.05229,0.94177,0.0096
23,123.0,23.0,0.16087,0.04432,0.14927,0.07591
24,123.0,24.0,0.10122,0.04353,0.16241,0.00571
25,123.0,25.0,0.20612,0.04108,0.20061,0.01193
26,123.0,26.0,0.12344,0.03572,0.19538,0.02342
27,123.0,27.0,0.13633,0.07103,0.16376,0.0174
28,123.0,28.0,0.19638,0.03125,0.67839,0.17572
29,123.0,29.0,0.12831,0.01781,0.01618,0.02701
30,123.0,30.0,0.23481,0.0349,0.62801,0.00275
1,124.0,1.0,0.04059,0.00961,0.54044,0.16831
2,124.0,2.0,0.12312,0.02475,0.28689,0.00459
3,124.0,3.0,0.02519,0.01034,0.35241,0.07585
4,124.0,4.0,0.07882,0.00397,0.4153,0.06435
5,124.0,5.0,0.0455,0.01093,0.85022,0.00332
6,124.0,6.0,0.10286,0.01325,0.25625,0.22749
7,124.0,7.0,0.08788,0.02419,0.55847,0.08803
8,124.0,8.0,0.05247,0.02831,0.49643,0.00536
9,124.0,9.0,0.07541,0.00696,0.81224,0.03457
10,124.0,10.0,0.07071,0.01585,0.08324,0.1011
11,124.0,11.0,0.05091,0.01523,0.43211,0.15339
12,124.0,12.0,0.07022,0.03079,0.83895,0.01036
13,124.0,13.0,0.06416,0.00845,0.76158,0.05877
14,124.0,14.0,0.07913,0.03258,0.50034,0.00235
15,124.0,15.0,0.04882,0.03063,0.63285,0.07037
16,124.0,16.0,0.04367,0.02835,0.92906,0.04232
17,124.0,17.0,0.11921,0.02587,0.81897,0.01623
18,124.0,18.0,0.14927,0.03553,0.86369,0.2239
19,124.0,19.0,0.15211,0.04225,0.84204,0.21154
20,124.0,20.0,0.16881,0.04245,0.69269,0.00949
21,124.0,21.0,0.07544,0.03,0.76485,0.03102
22,124.0,22.0,0.17086,0.05477,0.16538,0.3459
23,124.0,23.0,0.08869,0.0123,0.30429,0.03275
24,124.0,24.0,0.11793,0.02403,0.88808,0.04847
25,124.0,25.0,0.12751,0.0484,0.24032,0.00438
26,124.0,26.0,0.16442,0.0795,0.32112,0.03307
27,124.0,27.0,0.12771,0.0341,0.92157,0.3985
28,124.0,28.0,0.20577,0.04432,0.95256,0.29962
29,124.0,29.0,0.18025,0.0417,0.37903,0.01269
30,124.0,30.0,0.1613,0.05607,0.98605,0.16009
1,125.0,1.0,0.02726,0.02112,0.06956,0.0906
2,125.0,2.0,0.06964,0.02842,0.74479,0.07867
3,125.0,3.0,0.0318,0.00812,0.55342,0.05121
4,125.0,4.0,0.03953,0.02221,0.41394,0.00219
5,125.0,5.0,0.03267,0.00764,0.08197,0.00224
6,125.0,6.0,0.04912,0.01858,0.41033,0.00303
7,125.0,7.0,0.04195,0.00905,0.39246,0.11073
8,125.0,8.0,0.04389,0.01156,0.89815,0.37904
9,125.0,9.0,0.03684,0.02216,0.61843,0.00238
10,125.0,10.0,0.03653,0.0249,0.41675,0.01328
11,125.0,11.0,0.07803,0.05118,0.41845,0.00204
12,125.0,12.0,0.05201,0.03154,0.37311,0.03567
13,125.0,13.0,0.09211,0.04037,0.3769,0.01809
14,125.0,14.0,0.13552,0.00313,0.01757,0.3201
15,125.0,15.0,0.0733,0.02538,0.65212,0.20184
16,125.0,16.0,0.09822,0.02915,0.61784,0.00519
17,125.0,17.0,0.10907,0.03324,0.42571,0.07162
18,125.0,18.0,0.12927,0.04909,0.58268,0.0029
19,125.0,19.0,0.11338,0.00698,0.57847,0.00539
20,125.0,20.0,0.09449,0.0438,0.85659,0.01888
21,125.0,21.0,0.13558,0.02341,0.25317,0.0149
22,125.0,22.0,0.16384,0.01711,0.65256,0.01689
23,125.0,23.0,0.13746,0.04724,0.78484,0.42625
24,125.0,24.0,0.13399,0.01731,0.23268,0.00242
25,125.0,25.0,0.12106,0.05297,0.94677,0.01696
26,125.0,26.0,0.1536,0.03682,0.91716,0.06044
27,125.0,27.0,0.09907,0.04266,0.37518,0.04324
28,125.0,28.0,0.22708,0.02459,0.72104,0.13191
29,125.0,29.0,0.10154,0.04337,0.88434,0.05722
30,125.0,30.0,0.20889,0.06555,0.75293,0.0163
1,1.0,1.0,0.02462,0.01966,0.89412,0.20089
2,1.0,2.0,0.04492,0.0114,0.77754,0.00425
3,1.0,3.0,0.02431,0.00787,0.11368,0.03359
4,1.0,4.0,0.08636,0.02924,0.93521,0.00682
5,1.0,5.0,0.04046,0.01064,0.68023,0.01326
6,1.0,6.0,0.09154,0.02595,0.29528,0.06719
7,1.0,7.0,0.05658,0.01881,0.6207,0.03339
8,1.0,8.0,0.06288,0.01655,0.61526,0.00297
9,1.0,9.0,0.02404,0.0083,0.94818,0.03673
10,1.0,10.0,0.04203,0.00612,0.13946,0.02127
11,1.0,11.0,0.05059,0.01961,0.77599,0.00632
12,1.0,12.0,0.08575,0.00695,0.27246,0.00424
13,1.0,13.0,0.04767,0.01165,0.84808,0.37836
14,1.0,14.0,0.08537,0.00929,0.04689,0.29123
15,1.0,15.0,0.11011,0.01862,0.7917,0.01665
16,1.0,16.0,0.08635,0.01859,0.8539,0.00447
17,1.0,17.0,0.0643,0.02351,0.19306,0.04211
18,1.0,18.0,0.07622,0.04463,0.53599,0.0376
19,1.0,19.0,0.13477,0.02519,0.22703,0.00472
20,1.0,20.0,0.12238,0.03948,0.69732,0.00575
21,1.0,21.0,0.11366,0.04614,0.16922,0.02387
22,1.0,22.0,0.16187,0.03476,0.97127,0.02696
23,1.0,23.0,0.13752,0.03725,0.05194,0.24544
24,1.0,24.0,0.16255,0.05808,0.58416,0.0023
25,1.0,25.0,0.15201,0.03957,0.59984,0.1063
26,1.0,26.0,0.11697,0.03658,0.40995,0.13542
27,1.0,27.0,0.16529,0.06509,0.34206,0.01236
28,1.0,28.0,0.18098,0.06391,0.67454,0.40201
29,1.0,29.0,0.1483,0.03556,0.97291,0.08121
30,1.0,30.0,0.16112,0.0413,0.32849,0.01427
1,2.0,1.0,0.03569,0.00312,0.41755,0.07148
2,2.0,2.0,0.03931,0.0338,0.77973,0.14369
3,2.0,3.0,0.03015,0.01123,0.74287,0.00762
4,2.0,4.0,0.04258,0.01424,0.87313,0.00399
5,2.0,5.0,0.06532,0.00324,0.12334,0.02999
6,2.0,6.0,0.05108,0.02672,0.21071,0.10485
7,2.0,7.0,0.08605,0.01842,0.89808,0.3156
8,2.0,8.0,0.0268,0.00787,0.24938,0.01142
9,2.0,9.0,0.1196,0.00456,0.88124,0.21519
10,2.0,10.0,0.03348,0.01403,0.16148,0.00298
11,2.0,11.0,0.05571,0.0348,0.98298,0.26128
12,2.0,12.0,0.02527,0.01873,0.52512,0.05983
13,2.0,13.0,0.08301,0.05209,0.54859,0.00684
14,2.0,14.0,0.11479,0.0417,0.40817,0.0894
15,2.0,15.0,0.03318,0.01464,0.90501,0.00201
16,2.0,16.0,0.14945,0.03122,0.19748,0.00278
17,2.0,17.0,0.10062,0.03839,0.87079,0.00869
18,2.0,18.0,0.14558,0.03993,0.28043,0.03842
19,2.0,19.0,0.13055,0.06436,0.27518,0.17232
20,2.0,20.0,0.10646,0.05758,0.1942,0.02307
21,2.0,21.0,0.09536,0.06506,0.54691,0.00455
22,2.0,22.0,0.15208,0.05028,0.11632,0.00692
23,2.0,23.0,0.08871,0.0229,0.05015,0.24157
24,2.0,24.0,0.07548,0.05838,0.99042,0.22423
25,2.0,25.0,0.12673,0.03591,0.40954,0.15225
26,2.0,26.0,0.1765,0.01734,0.0635,0.02886
27,2.0,27.0,0.16468,0.0206,0.58575,0.02134
28,2.0,28.0,0.15132,0.06584,0.46381,0.03604
29,2.0,29.0,0.15914,0.05285,0.48215,0.38877
30,2.0,30.0,0.13952,0.05984,0.94617,0.1078
1,3.0,1.0,0.03386,0.01329,0.22849,0.05649
2,3.0,2.0,0.04337,0.00408,0.99376,0.04442
3,3.0,3.0,0.04787,0.00375,0.96202,0.00624
4,3.0,4.0,0.03687,0.01914,0.59225,0.01858
5,3.0,5.0,0.0059,0.00393,0.07847,0.1809
6,3.0,6.0,0.03413,0.00446,0.1532,0.01673
7,3.0,7.0,0.07252,0.05373,0.61757,0.13812
8,3.0,8.0,0.03746,0.01786,0.70798,0.00324
9,3.0,9.0,0.06062,0.01757,0.25973,0.0023
10,3.0,10.0,0.09349,0.01923,0.05666,0.01329
11,3.0,11.0,0.05235,0.00385,0.6252,0.0445
12,3.0,12.0,0.07499,0.00114,0.29731,0.40709
13,3.0,13.0,0.10389,0.01953,0.58295,0.01032
14,3.0,14.0,0.11837,0.01766,0.48127,0.49375
15,3.0,15.0,0.08085,0.01951,0.86008,0.00781
16,3.0,16.0,0.11674,0.04442,0.87703,0.00646
17,3.0,17.0,0.10429,0.02666,0.8889,0.01919
18,3.0,18.0,0.09486,0.0119,0.35492,0.01296
19,3.0,19.0,0.10517,0.02153,0.60299,0.06715
20,3.0,20.0,0.13173,0.03719,0.93035,0.11292
21,3.0,21.0,0.14337,0.03121,0.41091,0.03528
22,3.0,22.0,0.14281,0.02866,0.35202,0.04918
23,3.0,23.0,0.13239,0.04646,0.7425,0.08768
24,3.0,24.0,0.07929,0.04808,0.55859,0.02022
25,3.0,25.0,0.13625,0.02123,0.69659,0.11329
26,3.0,26.0,0.21545,0.03136,0.70604,0.28033
27,3.0,27.0,0.12555,0.05863,0.44827,0.00337
28,3.0,28.0,0.18618,0.03672,0.26778,0.04405
29,3.0,29.0,0.18744,0.03288,0.50662,0.05394
30,3.0,30.0,0.16693,0.03531,0.08509,0.09518
1,4.0,1.0,0.00661,0.00344,0.01993,0.04082
2,4.0,2.0,0.03265,0.01382,0.79217,0.00242
3,4.0,3.0,0.07061,0.00827,0.14091,0.00222
4,4.0,4.0,0.03099,0.02457,0.28747,0.15921
5,4.0,5.0,0.0385,0.0156,0.23991,0.00318
6,4.0,6.0,0.05653,0.00929,0.45042,0.0227
7,4.0,7.0,0.06207,0.03571,0.59,0.00302
8,4.0,8.0,0.04308,0.01391,0.66088,0.08107
9,4.0,9.0,0.07339,0.03897,0.4648,0.00505
10,4.0,10.0,0.09529,0.0171,0.94894,0.12811
11,4.0,11.0,0.00557,0.00222,0.31134,0.01163
12,4.0,12.0,0.05899,0.03398,0.41669,0.06069
13,4.0,13.0,0.05337,0.05265,0.15506,0.02704
14,4.0,14.0,0.12199,0.02153,0.21637,0.1592
15,4.0,15.0,0.06566,0.02412,0.17809,0.00307
16,4.0,16.0,0.13086,0.04907,0.67204,0.05095
17,4.0,17.0,0.1352,0.01242,0.74881,0.0268
18,4.0,18.0,0.21861,0.01708,0.08764,0.02893
19,4.0,19.0,0.12016,0.03422,0.29242,0.01346
20,4.0,20.0,0.1421,0.03395,0.86769,0.0974
21,4.0,21.0,0.16022,0.01876,0.8084,0.00262
22,4.0,22.0,0.0894,0.04621,0.22464,0.00372
23,4.0,23.0,0.16121,0.04666,0.28163,0.0075
24,4.0,24.0,0.08451,0.03154,0.57028,0.3262
25,4.0,25.0,0.1359,0.03527,0.51155,0.01131
26,4.0,26.0,0.12046,0.03849,0.41868,0.01313
27,4.0,27.0,0.14122,0.01841,0.38992,0.14299
28,4.0,28.0,0.10683,0.04784,0.76559,0.01768
29,4.0,29.0,0.13605,0.02346,0.7055,0.11768
30,4.0,30.0,0.15457,0.06014,0.87862,0.01595
1,5.0,1.0,0.07574,0.00662,0.4764,0.00391
2,5.0,2.0,0.02323,0.01364,0.24358,0.03496
3,5.0,3.0,0.03719,0.0034,0.88551,0.12668
4,5.0,4.0,0.08308,0.03654,0.78934,0.38773
5,5.0,5.0,0.02527,0.00487,0.87623,0.01275
6,5.0,6.0,0.044,0.00462,0.87481,0.33807
7,5.0,7.0,0.04835,0.00619,0.86876,0.08694
8,5.0,8.0,0.05077,0.01489,0.81834,0.02032
9,5.0,9.0,0.06382,0.01967,0.92329,0.07104
10,5.0,10.0,0.11322,0.03639,0.68923,0.33991
11,5.0,11.0,0.06562,0.03103,0.49303,0.01273
12,5.0,12.0,0.05831,0.02114,0.97023,0.02596
13,5.0,13.0,0.0497,0.02207,0.71725,0.01123
14,5.0,14.0,0.10275,0.03784,0.08008,0.00243
15,5.0,15.0,0.10261,0.02137,0.04539,0.02891
16,5.0,16.0,0.04045,0.02883,0.43478,0.06497
17,5.0,17.0,0.04642,0.00365,0.42487,0.00201
18,5.0,18.0,0.11984,0.04178,0.22866,0.18165
19,5.0,19.0,0.07798,0.03324,0.57759,0.02495
20,5.0,20.0,0.14646,0.05009,0.10515,0.02484
21,5.0,21.0,0.12347,0.04052,0.26022,0.03123
22,5.0,22.0,0.1875,0.03369,0.45686,0.00533
23,5.0,23.0,0.11854,0.00858,0.13135,0.00311
24,5.0,24.0,0.0692,0.0462,0.23507,0.09748
25,5.0,25.0,0.11434,0.03396,0.06433,0.16044
26,5.0,26.0,0.16827,0.00124,0.02301,0.02632
27,5.0,27.0,0.17344,0.04745,0.35326,0.0108
28,5.0,28.0,0.14354,0.04897,0.81989,0.27805
29,5.0,29.0,0.16914,0.05267,0.45468,0.13027
30,5.0,30.0,0.15827,0.07187,0.25471,0.01037
1,6.0,1.0,0.10752,0.02919,0.65591,0.00281
2,6.0,2.0,0.00662,0.00528,0.37632,0.02632
3,6.0,3.0,0.0752,0.03457,0.0643,0.29805
4,6.0,4.0,0.02854,0.00956,0.19206,0.05122
5,6.0,5.0,0.0107,0.0051,0.96419,0.04582
6,6.0,6.0,0.07577,0.00567,0.12633,0.05852
7,6.0,7.0,0.10355,0.03273,0.35029,0.1273
8,6.0,8.0,0.07086,0.04016,0.30503,0.03824
9,6.0,9.0,0.0655,0.03649,0.88699,0.04266
10,6.0,10.0,0.04403,0.0331,0.82132,0.18876
11,6.0,11.0,0.04783,0.00642,0.44201,0.00576
12,6.0,12.0,0.12879,0.01243,0.58737,0.25148
13,6.0,13.0,0.06748,0.03188,0.54667,0.00729
14,6.0,14.0,0.08529,0.04493,0.03437,0.01377
15,6.0,15.0,0.10644,0.00622,0.28586,0.02236
16,6.0,16.0,0.07123,0.04949,0.02936,0.17582
17,6.0,17.0,0.1114,0.0153,0.5925,0.00906
18,6.0,18.0,0.11158,0.01495,0.24921,0.0054
19,6.0,19.0,0.12579,0.03249,0.32733,0.05043
20,6.0,20.0,0.11968,0.03161,0.17465,0.12964
21,6.0,21.0,0.08224,0.0268,0.92869,0.03692
22,6.0,22.0,0.13247,0.02483,0.83728,0.42206
23,6.0,23.0,0.1618,0.02944,0.17002,0.03508
24,6.0,24.0,0.16527,0.06511,0.44022,0.03544
25,6.0,25.0,0.13338,0.03811,0.27237,0.03933
26,6.0,26.0,0.13273,0.02725,0.9139,0.00432
27,6.0,27.0,0.15851,0.03276,0.33597,0.02562
28,6.0,28.0,0.13316,0.04191,0.58773,0.03809
29,6.0,29.0,0.13222,0.07291,0.34698,0.01387
30,6.0,30.0,0.24613,0.04379,0.28553,0.1306
1,7.0,1.0,0.03136,0.02302,0.12164,0.41533
2,7.0,2.0,0.0671,0.03783,0.16584,0.36247
3,7.0,3.0,0.03461,0.00309,0.13158,0.4276
4,7.0,4.0,0.07051,0.00506,0.21298,0.00731
5,7.0,5.0,0.07081,0.01816,0.78603,0.31897
6,7.0,6.0,0.03186,0.0292,0.588,0.05481
7,7.0,7.0,0.04595,0.01957,0.44901,0.03552
8,7.0,8.0,0.05563,0.00828,0.91818,0.00536
9,7.0,9.0,0.07397,0.02197,0.72837,0.05602
10,7.0,10.0,0.08513,0.00527,0.52848,0.00428
11,7.0,11.0,0.07014,0.03066,0.63777,0.01147
12,7.0,12.0,0.05642,0.00637,0.54215,0.00771
13,7.0,13.0,0.08846,0.01832,0.26233,0.00313
14,7.0,14.0,0.16154,0.02502,0.2041,0.00389
15,7.0,15.0,0.14637,0.05478,0.73667,0.03449
16,7.0,16.0,0.10585,0.04006,0.53593,0.01073
17,7.0,17.0,0.09047,0.03175,0.82606,0.09444
18,7.0,18.0,0.15845,0.00988,0.40653,0.06667
19,7.0,19.0,0.16687,0.04946,0.66125,0.00551
20,7.0,20.0,0.09135,0.0278,0.21374,0.07699
21,7.0,21.0,0.11133,0.01304,0.23026,0.0051
22,7.0,22.0,0.16722,0.05444,0.30731,0.03897
23,7.0,23.0,0.17535,0.05139,0.50558,0.14898
24,7.0,24.0,0.11267,0.0577,0.03807,0.07194
25,7.0,25.0,0.15059,0.03142,0.67659,0.15235
26,7.0,26.0,0.15502,0.03705,0.56506,0.11671
27,7.0,27.0,0.15359,0.07101,0.62006,0.24793
28,7.0,28.0,0.20893,0.03239,0.21144,0.04785
29,7.0,29.0,0.18592,0.08365,0.20851,0.00426
30,7.0,30.0,0.18649,0.07694,0.65267,0.00729
1,8.0,1.0,0.07293,0.01776,0.65375,0.00416
2,8.0,2.0,0.06422,0.00871,0.0285,0.01982
3,8.0,3.0,0.05547,0.01777,0.79683,0.07063
4,8.0,4.0,0.04433,0.00391,0.51093,0.26171
5,8.0,5.0,0.02011,0.01421,0.12832,0.02944
6,8.0,6.0,0.0919,0.00731,0.64549,0.01381
7,8.0,7.0,0.10163,0.03047,0.84985,0.4464
8,8.0,8.0,0.05871,0.03835,0.84944,0.01878
9,8.0,9.0,0.04901,0.00458,0.80063,0.00291
10,8.0,10.0,0.0647,0.04787,0.78584,0.06739
11,8.0,11.0,0.09052,0.00607,0.54555,0.17026
12,8.0,12.0,0.07056,0.0109,0.45162,0.03724
13,8.0,13.0,0.13649,0.03839,0.92987,0.0034
14,8.0,14.0,0.15693,0.02517,0.98433,0.04773
15,8.0,15.0,0.08574,0.03797,0.59913,0.36989
16,8.0,16.0,0.12276,0.01268,0.9858,0.01855
17,8.0,17.0,0.09661,0.02553,0.50835,0.02861
18,8.0,18.0,0.12638,0.05847,0.96732,0.00273
19,8.0,19.0,0.09382,0.01688,0.15772,0.12996
20,8.0,20.0,0.15827,0.03515,0.17901,0.0276
21,8.0,21.0,0.1438,0.05779,0.71296,0.02095
22,8.0,22.0,0.1485,0.03565,0.65657,0.01551
23,8.0,23.0,0.14231,0.03927,0.0767,0.06788
24,8.0,24.0,0.08497,0.05839,0.38654,0.00983
25,8.0,25.0,0.06655,0.05,0.69931,0.23852
26,8.0,26.0,0.1817,0.00939,0.0546,0.01482
27,8.0,27.0,0.17692,0.04056,0.56961,0.02331
28,8.0,28.0,0.16962,0.05726,0.94557,0.36531
29,8.0,29.0,0.10586,0.02246,0.36025,0.03003
30,8.0,30.0,0.15693,0.05742,0.61766,0.00451
1,9.0,1.0,0.04891,0.00379,0.5429,0.01591
2,9.0,2.0,0.02126,0.00028,0.12218,0.42823
3,9.0,3.0,0.02012,0.01111,0.35522,0.06843
4,9.0,4.0,0.02436,0.01495,0.06151,0.00988
5,9.0,5.0,0.0178,0.01662,0.69188,0.00374
6,9.0,6.0,0.03073,0.01945,0.10436,0.01741
7,9.0,7.0,0.05474,0.00263,0.68553,0.00478
8,9.0,8.0,0.06427,0.03146,0.36889,0.01867
9,9.0,9.0,0.06401,0.03306,0.99626,0.06603
10,9.0,10.0,0.04941,0.01175,0.31018,0.00936
11,9.0,11.0,0.10548,0.05743,0.24514,0.27447
12,9.0,12.0,0.03913,0.01845,0.66802,0.05138
13,9.0,13.0,0.11544,0.02673,0.46383,0.48166
14,9.0,14.0,0.10602,0.03214,0.20045,0.40227
15,9.0,15.0,0.12535,0.02646,0.51271,0.01495
16,9.0,16.0,0.14262,0.0329,0.18456,0.19212
17,9.0,17.0,0.09043,0.03665,0.34837,0.0392
18,9.0,18.0,0.09456,0.04741,0.64631,0.00526
19,9.0,19.0,0.11146,0.00752,0.73826,0.05564
20,9.0,20.0,0.18318,0.03842,0.47633,0.02658
21,9.0,21.0,0.12013,0.03486,0.84148,0.09684
22,9.0,22.0,0.14539,0.02937,0.09461,0.34831
23,9.0,23.0,0.09176,0.03762,0.48785,0.01647
24,9.0,24.0,0.17379,0.0335,0.28008,0.33957
25,9.0,25.0,0.15603,0.04652,0.29936,0.07197
26,9.0,26.0,0.14353,0.05732,0.11677,0.02844
27,9.0,27.0,0.13139,0.04179,0.65952,0.34375
28,9.0,28.0,0.11647,0.02933,0.03358,0.06511
29,9.0,29.0,0.17854,0.05601,0.27741,0.01306
30,9.0,30.0,0.17583,0.02481,0.38272,0.02682
1,10.0,1.0,0.07765,0.02474,0.79713,0.00424
2,10.0,2.0,0.03819,0.00916,0.95949,0.25478
3,10.0,3.0,0.03995,0.01259,0.45165,0.00753
4,10.0,4.0,0.08249,0.00279,0.28806,0.00307
5,10.0,5.0,0.06068,0.00575,0.59062,0.02428
6,10.0,6.0,0.04007,0.0043,0.1234,0.01476
7,10.0,7.0,0.06943,0.00609,0.27243,0.02525
8,10.0,8.0,0.05599,0.02763,0.04601,0.20092
9,10.0,9.0,0.08345,0.01889,0.23081,0.00458
10,10.0,10.0,0.05727,0.02628,0.60415,0.01854
11,10.0,11.0,0.08424,0.00671,0.40922,0.02449
12,10.0,12.0,0.0454,0.00947,0.40871,0.18168
13,10.0,13.0,0.05879,0.0408,0.41381,0.01475
14,10.0,14.0,0.0575,0.05367,0.44712,0.01417
15,10.0,15.0,0.06933,0.02787,0.28102,0.02461
16,10.0,16.0,0.06367,0.05327,0.11849,0.3183
17,10.0,17.0,0.12772,0.02107,0.60636,0.00569
18,10.0,18.0,0.11692,0.01806,0.99724,0.02874
19,10.0,19.0,0.15405,0.05269,0.62925,0.00748
20,10.0,20.0,0.1615,0.01668,0.26273,0.41276
21,10.0,21.0,0.14492,0.01284,0.2039,0.03419
22,10.0,22.0,0.16644,0.04754,0.7948,0.09775
23,10.0,23.0,0.13234,0.04193,0.78324,0.31357
24,10.0,24.0,0.15659,0.03954,0.58852,0.01119
25,10.0,25.0,0.16212,0.03277,0.97498,0.00796
26,10.0,26.0,0.14475,0.058,0.7425,0.04265
27,10.0,27.0,0.10586,0.02536,0.06717,0.07295
28,10.0,28.0,0.13733,0.03678,0.60718,0.00964
29,10.0,29.0,0.17433,0.04032,0.25881,0.21987
30,10.0,30.0,0.09769,0.06735,0.12575,0.00288
1,11.0,1.0,0.06338,0.00614,0.57899,0.00692
2,11.0,2.0,0.00548,0.00067,0.60253,0.40714
3,11.0,3.0,0.03074,0.00321,0.94871,0.05526
4,11.0,4.0,0.0326,0.01502,0.92736,0.1185
5,11.0,5.0,0.04866,0.0132,0.24912,0.21365
6,11.0,6.0,0.04568,0.01677,0.85935,0.07916
7,11.0,7.0,0.09408,0.02056,0.64616,0.013
8,11.0,8.0,0.06795,0.00754,0.91799,0.00883
9,11.0,9.0,0.11633,0.02118,0.63418,0.00281
10,11.0,10.0,0.09992,0.02242,0.03093,0.01556
11,11.0,11.0,0.06053,0.03413,0.90449,0.01313
12,11.0,12.0,0.04792,0.01329,0.90421,0.08516
13,11.0,13.0,0.13623,0.02653,0.37122,0.0151
14,11.0,14.0,0.0425,0.01085,0.76975,0.01627
15,11.0,15.0,0.04968,0.01621,0.73271,0.05107
16,11.0,16.0,0.06113,0.03522,0.84521,0.01641
17,11.0,17.0,0.04355,0.04055,0.35204,0.23441
18,11.0,18.0,0.15824,0.02537,0.6639,0.00636
19,11.0,19.0,0.15215,0.03058,0.21499,0.07587
20,11.0,20.0,0.15047,0.05544,0.47336,0.00428
21,11.0,21.0,0.099,0.04285,0.57102,0.00295
22,11.0,22.0,0.14742,0.0323,0.9338,0.40828
23,11.0,23.0,0.13246,0.0245,0.03945,0.03626
24,11.0,24.0,0.15094,0.0352,0.61529,0.04969
25,11.0,25.0,0.13534,0.04597,0.51107,0.01388
26,11.0,26.0,0.24814,0.05218,0.95197,0.00313
27,11.0,27.0,0.17971,0.04058,0.63863,0.06115
28,11.0,28.0,0.13621,0.05081,0.91014,0.0025
29,11.0,29.0,0.13108,0.03935,0.42431,0.03838
30,11.0,30.0,0.12325,0.05001,0.37428,0.20887
1,12.0,1.0,0.02403,0.00302,0.05137,0.00918
2,12.0,2.0,0.05133,0.00058,0.73693,0.37106
3,12.0,3.0,0.00329,0.00231,0.94267,0.10236
4,12.0,4.0,0.06178,0.01701,0.48731,0.00556
5,12.0,5.0,0.06609,0.03637,0.61845,0.01957
