,n_com,I,C,M,R,L
3,793.0,3.0,0.05475,0.03633,0.59407,0.13462
4,793.0,4.0,0.09311,0.0104,0.15337,0.12697
5,793.0,5.0,0.06149,0.01152,0.21214,0.05661
6,793.0,6.0,0.11985,0.02545,0.47822,0.01079
7,793.0,7.0,0.13383,0.02371,0.75359,0.0957
8,793.0,8.0,0.10905,0.04685,0.20754,0.07045
9,793.0,9.0,0.09299,0.03078,0.0781,0.00223
10,793.0,10.0,0.22839,0.03729,0.10522,0.00213
1,794.0,1.0,0.01976,0.01126,0.28035,0.32552
2,794.0,2.0,0.09631,0.01311,0.08066,0.01216
3,794.0,3.0,0.10213,0.02515,0.25087,0.03563
4,794.0,4.0,0.11227,0.03255,0.82159,0.17189
5,794.0,5.0,0.17611,0.04234,0.83724,0.00326
6,794.0,6.0,0.06383,0.05374,0.89443,0.11049
7,794.0,7.0,0.07463,0.04645,0.33743,0.00363
8,794.0,8.0,0.12851,0.04124,0.77998,0.01217
9,794.0,9.0,0.10407,0.02214,0.66683,0.00875
10,794.0,10.0,0.15331,0.05695,0.04087,0.04792
1,795.0,1.0,0.04392,0.00359,0.8789,0.23449
2,795.0,2.0,0.0656,0.00274,0.14023,0.413
3,795.0,3.0,0.08485,0.01139,0.85908,0.12139
4,795.0,4.0,0.03872,0.01471,0.63124,0.20438
5,795.0,5.0,0.10482,0.02013,0.63041,0.13429
6,795.0,6.0,0.12139,0.01635,0.99691,0.07186
7,795.0,7.0,0.17832,0.02247,0.74061,0.00449
8,795.0,8.0,0.14501,0.04928,0.07566,0.00534
9,795.0,9.0,0.18902,0.04772,0.71773,0.00619
10,795.0,10.0,0.17323,0.03493,0.00633,0.01468
1,796.0,1.0,0.06267,0.00863,0.35601,0.33358
2,796.0,2.0,0.02897,0.00017,0.57103,0.01409
3,796.0,3.0,0.01449,0.00965,0.29027,0.01173
4,796.0,4.0,0.09767,0.02979,0.16612,0.1579
5,796.0,5.0,0.08118,0.01153,0.4046,0.04871
6,796.0,6.0,0.09731,0.0396,0.49543,0.00717
7,796.0,7.0,0.05923,0.03214,0.54481,0.23497
8,796.0,8.0,0.16336,0.0423,0.75815,0.42249
9,796.0,9.0,0.19853,0.05634,0.66136,0.01337
10,796.0,10.0,0.17187,0.03617,0.91479,0.03395
1,797.0,1.0,0.03967,0.01623,0.61538,0.00327
2,797.0,2.0,0.04357,0.02207,0.58084,0.34656
3,797.0,3.0,0.02054,0.00704,0.37424,0.00749
4,797.0,4.0,0.08422,0.00791,0.61973,0.00573
5,797.0,5.0,0.11874,0.03782,0.12256,0.2868
6,797.0,6.0,0.11722,0.02477,0.04604,0.09135
7,797.0,7.0,0.1065,0.04092,0.6167,0.06718
8,797.0,8.0,0.11308,0.02849,0.14045,0.00814
9,797.0,9.0,0.10157,0.0446,0.08848,0.02161
10,797.0,10.0,0.14502,0.05507,0.72109,0.02139
1,798.0,1.0,0.01708,0.00744,0.53924,0.01092
2,798.0,2.0,0.02379,0.00448,0.42153,0.46948
3,798.0,3.0,0.06686,0.01807,0.9452,0.33912
4,798.0,4.0,0.02073,0.01461,0.94373,0.29295
5,798.0,5.0,0.11161,0.00785,0.19075,0.091
6,798.0,6.0,0.13262,0.03137,0.3874,0.01203
7,798.0,7.0,0.08828,0.03704,0.93267,0.00557
8,798.0,8.0,0.1112,0.03537,0.59365,0.05714
9,798.0,9.0,0.15934,0.0422,0.51074,0.13218
10,798.0,10.0,0.18292,0.04389,0.66529,0.00764
1,799.0,1.0,0.02803,0.02364,0.58,0.02596
2,799.0,2.0,0.04278,0.03302,0.04966,0.01784
3,799.0,3.0,0.08146,0.02009,0.39436,0.12723
4,799.0,4.0,0.06581,0.00933,0.63116,0.00308
5,799.0,5.0,0.08268,0.02171,0.97456,0.08642
6,799.0,6.0,0.04511,0.02343,0.63771,0.06215
7,799.0,7.0,0.08618,0.03694,0.21262,0.14544
8,799.0,8.0,0.10597,0.03901,0.72544,0.01943
9,799.0,9.0,0.14427,0.0585,0.04054,0.10446
10,799.0,10.0,0.16105,0.0688,0.28973,0.03677
1,800.0,1.0,0.05472,0.00831,0.42035,0.2132
2,800.0,2.0,0.05019,0.01177,0.12211,0.04032
3,800.0,3.0,0.04692,0.02851,0.76846,0.04518
4,800.0,4.0,0.10426,0.03647,0.05471,0.01023
5,800.0,5.0,0.14492,0.03466,0.99925,0.23046
6,800.0,6.0,0.07525,0.01618,0.11977,0.40843
7,800.0,7.0,0.12257,0.04649,0.9138,0.02634
8,800.0,8.0,0.09759,0.0358,0.12185,0.00315
9,800.0,9.0,0.17061,0.0521,0.04994,0.21486
10,800.0,10.0,0.18595,0.033,0.86051,0.01927
1,801.0,1.0,0.07576,0.00741,0.46103,0.25514
2,801.0,2.0,0.03556,0.01295,0.64508,0.01449
3,801.0,3.0,0.06725,0.03819,0.8275,0.00603
4,801.0,4.0,0.02506,0.0186,0.88337,0.02741
5,801.0,5.0,0.08234,0.00705,0.43789,0.14432
6,801.0,6.0,0.12013,0.02027,0.17793,0.0023
7,801.0,7.0,0.18995,0.044,0.39515,0.01309
8,801.0,8.0,0.11772,0.04444,0.87064,0.00888
9,801.0,9.0,0.15439,0.04772,0.13652,0.02163
10,801.0,10.0,0.17335,0.06028,0.09841,0.29432
1,802.0,1.0,0.01431,0.00839,0.35505,0.18701
2,802.0,2.0,0.02289,0.01692,0.08316,0.14046
3,802.0,3.0,0.06216,0.01973,0.08734,0.00465
4,802.0,4.0,0.10914,0.02062,0.66629,0.07826
5,802.0,5.0,0.12169,0.01546,0.64862,0.4559
6,802.0,6.0,0.13744,0.03186,0.99067,0.38889
7,802.0,7.0,0.12335,0.05504,0.31928,0.13271
8,802.0,8.0,0.11251,0.06628,0.80057,0.0923
9,802.0,9.0,0.06693,0.06199,0.15105,0.31655
10,802.0,10.0,0.1013,0.04406,0.73351,0.00303
1,803.0,1.0,0.02408,0.00841,0.56546,0.00461
2,803.0,2.0,0.03172,0.0108,0.43959,0.00289
3,803.0,3.0,0.068,0.01123,0.21099,0.01043
4,803.0,4.0,0.09396,0.02187,0.08166,0.23876
5,803.0,5.0,0.13093,0.04587,0.90052,0.02491
6,803.0,6.0,0.05467,0.02302,0.33167,0.00376
7,803.0,7.0,0.1321,0.0248,0.69517,0.1068
8,803.0,8.0,0.1247,0.03273,0.28598,0.00221
9,803.0,9.0,0.1337,0.01843,0.39009,0.04676
10,803.0,10.0,0.11912,0.08109,0.25398,0.03142
1,804.0,1.0,0.03955,0.00606,0.63965,0.00705
2,804.0,2.0,0.05681,0.01794,0.3393,0.07196
3,804.0,3.0,0.07191,0.02729,0.43959,0.00242
4,804.0,4.0,0.0386,0.00988,0.24693,0.19766
5,804.0,5.0,0.06059,0.03486,0.00179,0.0312
6,804.0,6.0,0.07288,0.05692,0.08523,0.00502
7,804.0,7.0,0.19523,0.0261,0.15253,0.05739
8,804.0,8.0,0.12541,0.03543,0.33927,0.01216
9,804.0,9.0,0.18303,0.0556,0.50206,0.00225
10,804.0,10.0,0.17347,0.04322,0.28012,0.01072
1,805.0,1.0,0.08796,0.00457,0.99473,0.00829
2,805.0,2.0,0.03065,0.01725,0.0077,0.11145
3,805.0,3.0,0.04971,0.03747,0.69476,0.14205
4,805.0,4.0,0.04475,0.01829,0.54593,0.21777
5,805.0,5.0,0.08655,0.0126,0.93301,0.2277
6,805.0,6.0,0.14723,0.03743,0.73524,0.08977
7,805.0,7.0,0.03806,0.01702,0.57039,0.00299
8,805.0,8.0,0.17959,0.05068,0.82611,0.00531
9,805.0,9.0,0.13087,0.06018,0.08413,0.00235
10,805.0,10.0,0.17725,0.04994,0.05256,0.28049
1,806.0,1.0,0.00792,0.00664,0.29817,0.09995
2,806.0,2.0,0.03434,0.01762,0.60185,0.37572
3,806.0,3.0,0.03783,0.00583,0.80337,0.19872
4,806.0,4.0,0.06146,0.02979,0.2476,0.00225
5,806.0,5.0,0.09423,0.04231,0.63158,0.00337
6,806.0,6.0,0.07392,0.02809,0.99612,0.01103
7,806.0,7.0,0.15778,0.04067,0.57404,0.01681
8,806.0,8.0,0.1578,0.00827,0.05246,0.00441
9,806.0,9.0,0.18261,0.02345,0.26401,0.00348
10,806.0,10.0,0.17529,0.06259,0.91868,0.07381
1,807.0,1.0,0.01903,0.00344,0.15084,0.00662
2,807.0,2.0,0.0502,0.03653,0.66408,0.14375
3,807.0,3.0,0.0382,0.00525,0.04937,0.04726
4,807.0,4.0,0.06519,0.0408,0.02192,0.00206
5,807.0,5.0,0.11083,0.02934,0.93168,0.05647
6,807.0,6.0,0.0683,0.02587,0.39846,0.01004
7,807.0,7.0,0.10799,0.05182,0.17867,0.3315
8,807.0,8.0,0.11457,0.05653,0.39261,0.11004
9,807.0,9.0,0.11584,0.04185,0.48223,0.03233
10,807.0,10.0,0.20752,0.0357,0.68108,0.00519
1,808.0,1.0,0.03122,0.00654,0.45369,0.0098
2,808.0,2.0,0.04264,0.01347,0.556,0.00296
3,808.0,3.0,0.02483,0.00573,0.53393,0.00362
4,808.0,4.0,0.10542,0.00967,0.04163,0.41941
5,808.0,5.0,0.04085,0.01443,0.18368,0.05993
6,808.0,6.0,0.14314,0.03573,0.08082,0.00273
7,808.0,7.0,0.13037,0.02034,0.35608,0.32383
8,808.0,8.0,0.12142,0.04323,0.93203,0.30779
9,808.0,9.0,0.16914,0.0453,0.42256,0.13027
10,808.0,10.0,0.20146,0.05854,0.68725,0.0058
1,809.0,1.0,0.01005,0.00759,0.86573,0.00935
2,809.0,2.0,0.02864,0.0277,0.80398,0.07489
3,809.0,3.0,0.03188,0.01018,0.46156,0.00217
4,809.0,4.0,0.06957,0.03077,0.43622,0.08252
5,809.0,5.0,0.09692,0.03034,0.03,0.07807
6,809.0,6.0,0.0715,0.00829,0.38113,0.0481
7,809.0,7.0,0.11783,0.04311,0.99577,0.00781
8,809.0,8.0,0.17178,0.03177,0.12191,0.04001
9,809.0,9.0,0.14818,0.01943,0.61523,0.01615
10,809.0,10.0,0.16124,0.04403,0.27024,0.44515
1,810.0,1.0,0.04029,0.02494,0.33778,0.00203
2,810.0,2.0,0.03703,0.02008,0.51275,0.34687
3,810.0,3.0,0.03569,0.00045,0.22583,0.00496
4,810.0,4.0,0.1118,0.016,0.63342,0.02628
5,810.0,5.0,0.06482,0.01477,0.7673,0.03821
6,810.0,6.0,0.07891,0.00598,0.90092,0.08778
7,810.0,7.0,0.07094,0.02062,0.27958,0.06035
8,810.0,8.0,0.08886,0.03775,0.19518,0.07168
9,810.0,9.0,0.15078,0.04763,0.67448,0.0057
10,810.0,10.0,0.18776,0.04516,0.08321,0.00308
1,811.0,1.0,0.07568,0.02222,0.51049,0.15127
2,811.0,2.0,0.02325,0.0067,0.97392,0.00614
3,811.0,3.0,0.07467,0.01045,0.9479,0.09087
4,811.0,4.0,0.11864,0.01018,0.69208,0.04142
5,811.0,5.0,0.10164,0.05467,0.01847,0.13341
6,811.0,6.0,0.06523,0.05031,0.75883,0.01586
7,811.0,7.0,0.08106,0.04853,0.71766,0.32081
8,811.0,8.0,0.08427,0.03526,0.58448,0.46588
9,811.0,9.0,0.16266,0.03428,0.20867,0.01421
10,811.0,10.0,0.14128,0.02947,0.79305,0.46327
1,812.0,1.0,0.05564,0.00271,0.31495,0.06747
2,812.0,2.0,0.08448,0.01184,0.67911,0.01935
3,812.0,3.0,0.05254,0.02504,0.74634,0.16129
4,812.0,4.0,0.05454,0.02895,0.98581,0.03197
5,812.0,5.0,0.08233,0.01152,0.12979,0.01969
6,812.0,6.0,0.10863,0.03974,0.31237,0.09861
7,812.0,7.0,0.11387,0.05425,0.34379,0.05033
8,812.0,8.0,0.15289,0.03074,0.35512,0.11288
9,812.0,9.0,0.18111,0.03065,0.74746,0.11036
10,812.0,10.0,0.13089,0.06674,0.07018,0.03401
1,813.0,1.0,0.04041,0.00029,0.95484,0.28814
2,813.0,2.0,0.07893,0.00566,0.97542,0.00289
3,813.0,3.0,0.0636,0.03103,0.24702,0.00525
4,813.0,4.0,0.02933,0.01767,0.0015,0.12525
5,813.0,5.0,0.17619,0.02292,0.75226,0.45348
6,813.0,6.0,0.1037,0.0409,0.01868,0.08585
7,813.0,7.0,0.16411,0.01625,0.51854,0.00591
8,813.0,8.0,0.11892,0.03079,0.55563,0.01311
9,813.0,9.0,0.18772,0.04424,0.98185,0.12796
10,813.0,10.0,0.1053,0.05688,0.12708,0.01972
1,814.0,1.0,0.01906,0.00408,0.83696,0.36857
2,814.0,2.0,0.04831,0.00319,0.87773,0.00311
3,814.0,3.0,0.05388,0.01361,0.09321,0.00901
4,814.0,4.0,0.0421,0.02771,0.22736,0.08163
5,814.0,5.0,0.07252,0.04782,0.44034,0.12675
6,814.0,6.0,0.14939,0.03652,0.1947,0.03944
7,814.0,7.0,0.11311,0.016,0.68021,0.01406
8,814.0,8.0,0.11962,0.03834,0.35444,0.00655
9,814.0,9.0,0.1819,0.02799,0.44065,0.14164
10,814.0,10.0,0.10098,0.04154,0.33343,0.11307
1,815.0,1.0,0.03006,0.02891,0.7556,0.02206
2,815.0,2.0,0.04321,0.00666,0.72304,0.0458
3,815.0,3.0,0.10999,0.04509,0.8183,0.02639
4,815.0,4.0,0.08212,0.02471,0.0988,0.03545
5,815.0,5.0,0.06017,0.01,0.44495,0.08862
6,815.0,6.0,0.07791,0.04529,0.51802,0.47608
7,815.0,7.0,0.15549,0.04229,0.47068,0.00216
8,815.0,8.0,0.14332,0.03324,0.58365,0.09914
9,815.0,9.0,0.10684,0.04828,0.80434,0.0133
10,815.0,10.0,0.17679,0.0734,0.88605,0.0045
1,816.0,1.0,0.04747,0.0044,0.69528,0.00742
2,816.0,2.0,0.08026,0.03387,0.79761,0.01366
3,816.0,3.0,0.03565,0.03071,0.04979,0.00454
4,816.0,4.0,0.10046,0.02134,0.76157,0.00897
5,816.0,5.0,0.13259,0.06026,0.36103,0.0021
6,816.0,6.0,0.10838,0.06793,0.62249,0.00581
7,816.0,7.0,0.09532,0.03574,0.68945,0.05005
8,816.0,8.0,0.12217,0.04413,0.53128,0.00462
9,816.0,9.0,0.09182,0.0704,0.73968,0.03195
10,816.0,10.0,0.12175,0.02084,0.61292,0.00897
1,817.0,1.0,0.01978,0.01534,0.78792,0.00443
2,817.0,2.0,0.05534,0.01041,0.03128,0.01625
3,817.0,3.0,0.08392,0.01382,0.78704,0.11267
4,817.0,4.0,0.07499,0.01564,0.60168,0.35351
5,817.0,5.0,0.09391,0.01657,0.20836,0.00609
6,817.0,6.0,0.04406,0.01728,0.16345,0.04886
7,817.0,7.0,0.14443,0.01597,0.56101,0.01259
8,817.0,8.0,0.14238,0.05056,0.01859,0.00257
9,817.0,9.0,0.20806,0.04807,0.38572,0.00296
10,817.0,10.0,0.13561,0.03704,0.94522,0.1241
1,818.0,1.0,0.02597,0.0038,0.94977,0.49634
2,818.0,2.0,0.05055,0.02246,0.45563,0.11067
3,818.0,3.0,0.05177,0.01825,0.21511,0.02493
4,818.0,4.0,0.09576,0.02875,0.32112,0.22734
5,818.0,5.0,0.09881,0.03839,0.87612,0.00567
6,818.0,6.0,0.11044,0.03132,0.53822,0.14412
7,818.0,7.0,0.08199,0.05619,0.06062,0.16411
8,818.0,8.0,0.1718,0.04119,0.75909,0.00453
9,818.0,9.0,0.14591,0.03077,0.45202,0.1031
10,818.0,10.0,0.18247,0.02971,0.32007,0.01423
1,819.0,1.0,0.02156,0.0065,0.01426,0.00319
2,819.0,2.0,0.0598,0.01756,0.44519,0.00692
3,819.0,3.0,0.12053,0.00031,0.78641,0.01388
4,819.0,4.0,0.12384,0.01372,0.69822,0.38103
5,819.0,5.0,0.0643,0.00055,0.69321,0.43383
6,819.0,6.0,0.07864,0.04548,0.30029,0.02416
7,819.0,7.0,0.04339,0.03268,0.33523,0.00757
8,819.0,8.0,0.14519,0.02096,0.46639,0.00417
9,819.0,9.0,0.09309,0.06128,0.31938,0.03042
10,819.0,10.0,0.12541,0.04108,0.99414,0.00218
1,820.0,1.0,0.0201,0.00086,0.05822,0.06988
2,820.0,2.0,0.07847,0.01155,0.57637,0.23728
3,820.0,3.0,0.07367,0.04188,0.38326,0.00783
4,820.0,4.0,0.02291,0.00872,0.779,0.06233
5,820.0,5.0,0.12288,0.03738,0.08961,0.01869
6,820.0,6.0,0.07661,0.03807,0.06207,0.01276
7,820.0,7.0,0.09208,0.04385,0.16365,0.00338
8,820.0,8.0,0.12647,0.0239,0.26351,0.03497
9,820.0,9.0,0.17547,0.07257,0.37637,0.02058
10,820.0,10.0,0.13212,0.04673,0.69421,0.0598
1,821.0,1.0,0.02574,0.0203,0.43457,0.02693
2,821.0,2.0,0.07236,0.00874,0.57324,0.03317
3,821.0,3.0,0.04149,0.01728,0.44165,0.0414
4,821.0,4.0,0.12713,0.03278,0.62804,0.00201
5,821.0,5.0,0.05195,0.01588,0.47949,0.07895
6,821.0,6.0,0.12153,0.02245,0.80022,0.01642
7,821.0,7.0,0.12146,0.02266,0.87886,0.06709
8,821.0,8.0,0.10098,0.05927,0.56608,0.14186
9,821.0,9.0,0.16701,0.03249,0.10871,0.11352
10,821.0,10.0,0.14384,0.04488,0.65924,0.00224
1,822.0,1.0,0.05873,0.00447,0.30588,0.00713
2,822.0,2.0,0.07094,0.01439,0.90898,0.01027
3,822.0,3.0,0.04455,0.01012,0.61393,0.06762
4,822.0,4.0,0.10619,0.01636,0.66769,0.00423
5,822.0,5.0,0.10155,0.01894,0.78565,0.0633
6,822.0,6.0,0.14753,0.02911,0.07609,0.06534
7,822.0,7.0,0.1226,0.00425,0.50834,0.0039
8,822.0,8.0,0.15037,0.05295,0.59429,0.016
9,822.0,9.0,0.16577,0.06132,0.31023,0.01972
10,822.0,10.0,0.16821,0.04678,0.59226,0.00556
1,823.0,1.0,0.01852,0.01089,0.99959,0.22733
2,823.0,2.0,0.06242,0.01158,0.78761,0.02633
3,823.0,3.0,0.05613,0.00385,0.44113,0.09628
4,823.0,4.0,0.07169,0.02587,0.51659,0.21182
5,823.0,5.0,0.11355,0.00972,0.77691,0.00383
6,823.0,6.0,0.10195,0.02052,0.22438,0.00727
7,823.0,7.0,0.16637,0.06221,0.80754,0.14768
8,823.0,8.0,0.1673,0.05276,0.67015,0.00683
9,823.0,9.0,0.17203,0.03943,0.43011,0.3874
10,823.0,10.0,0.1874,0.05376,0.67137,0.00459
1,824.0,1.0,0.03727,0.00614,0.8452,0.17963
2,824.0,2.0,0.02457,0.0201,0.32865,0.00492
3,824.0,3.0,0.03497,0.02032,0.28812,0.21629
4,824.0,4.0,0.12288,0.01928,0.35667,0.27318
5,824.0,5.0,0.06211,0.0397,0.61522,0.02429
6,824.0,6.0,0.14831,0.01959,0.69203,0.0046
7,824.0,7.0,0.18686,0.04571,0.41819,0.01298
8,824.0,8.0,0.12786,0.0464,0.04226,0.00296
9,824.0,9.0,0.12379,0.04468,0.80587,0.01694
10,824.0,10.0,0.24591,0.0505,0.0137,0.07633
1,825.0,1.0,0.05601,0.00954,0.69221,0.01558
2,825.0,2.0,0.09747,0.01767,0.42151,0.05499
3,825.0,3.0,0.04759,0.00698,0.60883,0.01795
4,825.0,4.0,0.08863,0.00707,0.9028,0.01127
5,825.0,5.0,0.02992,0.02913,0.20361,0.01393
6,825.0,6.0,0.11997,0.0454,0.33304,0.00786
7,825.0,7.0,0.16556,0.02999,0.48575,0.0172
8,825.0,8.0,0.15406,0.02742,0.44958,0.00954
9,825.0,9.0,0.1365,0.04217,0.02731,0.22525
10,825.0,10.0,0.16161,0.05826,0.9187,0.09849
1,826.0,1.0,0.04715,0.00796,0.90147,0.02436
2,826.0,2.0,0.0407,0.01909,0.71608,0.01613
3,826.0,3.0,0.03326,0.00954,0.07442,0.01362
4,826.0,4.0,0.05095,0.04923,0.33492,0.00473
5,826.0,5.0,0.16506,0.04195,0.60893,0.00752
6,826.0,6.0,0.13591,0.03841,0.62031,0.02509
7,826.0,7.0,0.11241,0.01549,0.52192,0.00701
8,826.0,8.0,0.09213,0.04763,0.09841,0.003
9,826.0,9.0,0.13672,0.04493,0.29813,0.08478
10,826.0,10.0,0.20131,0.05902,0.99041,0.02649
1,827.0,1.0,0.02357,0.00026,0.47231,0.00605
2,827.0,2.0,0.05552,0.03169,0.59805,0.04335
3,827.0,3.0,0.06743,0.02701,0.09503,0.01032
4,827.0,4.0,0.06952,0.03804,0.47306,0.05278
5,827.0,5.0,0.04448,0.01883,0.94994,0.01308
6,827.0,6.0,0.13869,0.05283,0.04059,0.00639
7,827.0,7.0,0.06979,0.04931,0.57037,0.06689
8,827.0,8.0,0.06256,0.03382,0.74604,0.00622
9,827.0,9.0,0.11149,0.05798,0.00409,0.08896
10,827.0,10.0,0.20118,0.05602,0.49519,0.4819
1,828.0,1.0,0.02451,0.02175,0.51105,0.00673
2,828.0,2.0,0.03643,0.01076,0.93292,0.09696
3,828.0,3.0,0.06672,0.00704,0.47282,0.00281
4,828.0,4.0,0.07737,0.026,0.18135,0.01846
5,828.0,5.0,0.03028,0.02727,0.84763,0.20045
6,828.0,6.0,0.08696,0.06073,0.81296,0.08899
7,828.0,7.0,0.14466,0.01829,0.10843,0.04578
8,828.0,8.0,0.16334,0.05255,0.82118,0.17928
9,828.0,9.0,0.14423,0.02702,0.23245,0.35909
10,828.0,10.0,0.17661,0.04425,0.00285,0.03769
1,829.0,1.0,0.02289,0.02177,0.42655,0.44059
2,829.0,2.0,0.04345,0.02909,0.38359,0.06244
3,829.0,3.0,0.04937,0.04106,0.96265,0.31862
4,829.0,4.0,0.04792,0.02328,0.85946,0.02136
5,829.0,5.0,0.13236,0.03357,0.47906,0.13925
6,829.0,6.0,0.08185,0.05252,0.81283,0.00265
7,829.0,7.0,0.12424,0.02647,0.44773,0.0212
8,829.0,8.0,0.15025,0.06069,0.77081,0.16244
9,829.0,9.0,0.12357,0.04802,0.3037,0.02535
10,829.0,10.0,0.14251,0.05256,0.54504,0.07884
1,830.0,1.0,0.02759,0.01624,0.84734,0.14586
2,830.0,2.0,0.07181,0.00081,0.93639,0.00451
3,830.0,3.0,0.03668,0.00193,0.45533,0.11211
4,830.0,4.0,0.04963,0.00324,0.07626,0.05478
5,830.0,5.0,0.09828,0.03998,0.48474,0.00371
6,830.0,6.0,0.08911,0.03866,0.09844,0.27046
7,830.0,7.0,0.10422,0.04002,0.26242,0.30366
8,830.0,8.0,0.13246,0.05812,0.10401,0.0094
9,830.0,9.0,0.16934,0.01638,0.52697,0.00844
10,830.0,10.0,0.11255,0.04595,0.16062,0.02183
1,831.0,1.0,0.01376,0.00928,0.28152,0.00462
2,831.0,2.0,0.10092,0.01874,0.28616,0.00838
3,831.0,3.0,0.01015,0.00647,0.61512,0.01281
4,831.0,4.0,0.06729,0.02195,0.84958,0.00428
5,831.0,5.0,0.10936,0.04549,0.15656,0.01689
6,831.0,6.0,0.11064,0.01847,0.1835,0.00417
7,831.0,7.0,0.06984,0.04209,0.88316,0.00525
8,831.0,8.0,0.11816,0.04287,0.15915,0.02104
9,831.0,9.0,0.11913,0.04958,0.75075,0.01213
10,831.0,10.0,0.16939,0.01616,0.99336,0.02211
1,832.0,1.0,0.02354,0.01589,0.32799,0.13172
2,832.0,2.0,0.01574,0.00298,0.3723,0.00786
3,832.0,3.0,0.05221,0.03081,0.64976,0.31965
4,832.0,4.0,0.04623,0.03241,0.28647,0.01401
5,832.0,5.0,0.10034,0.02719,0.22267,0.07285
6,832.0,6.0,0.10639,0.03592,0.46673,0.38101
7,832.0,7.0,0.10033,0.01145,0.50894,0.01456
8,832.0,8.0,0.06384,0.0235,0.80586,0.01756
9,832.0,9.0,0.10246,0.05754,0.02817,0.25283
10,832.0,10.0,0.20904,0.0608,0.05884,0.10611
1,833.0,1.0,0.02921,0.01452,0.69948,0.0121
2,833.0,2.0,0.04068,0.00308,0.68935,0.01637
3,833.0,3.0,0.05662,0.01075,0.39376,0.0197
4,833.0,4.0,0.03603,0.02732,0.67121,0.0381
5,833.0,5.0,0.08446,0.04948,0.61728,0.03309
6,833.0,6.0,0.0666,0.022,0.66868,0.01048
7,833.0,7.0,0.07048,0.05265,0.22048,0.10136
8,833.0,8.0,0.15848,0.05595,0.79302,0.00776
9,833.0,9.0,0.14532,0.04008,0.80688,0.11465
10,833.0,10.0,0.20329,0.05509,0.32239,0.47122
1,834.0,1.0,0.02991,0.01011,0.51673,0.00693
2,834.0,2.0,0.00739,0.00264,0.43596,0.0084
3,834.0,3.0,0.03655,0.01661,0.40005,0.00424
4,834.0,4.0,0.11368,0.02551,0.32271,0.01186
5,834.0,5.0,0.09416,0.03882,0.38718,0.1894
6,834.0,6.0,0.11439,0.04393,0.38139,0.00578
7,834.0,7.0,0.13478,0.03864,0.16171,0.42608
8,834.0,8.0,0.13784,0.04895,0.55928,0.07837
9,834.0,9.0,0.15248,0.04865,0.10157,0.06425
10,834.0,10.0,0.20071,0.0489,0.70243,0.02684
1,835.0,1.0,0.01934,0.00693,0.75741,0.1257
2,835.0,2.0,0.08739,0.00829,0.91131,0.01328
3,835.0,3.0,0.08012,0.0232,0.9609,0.0845
4,835.0,4.0,0.04401,0.02612,0.09489,0.19221
5,835.0,5.0,0.10101,0.01864,0.7223,0.00784
6,835.0,6.0,0.12518,0.02766,0.31575,0.02426
7,835.0,7.0,0.18156,0.04051,0.3293,0.01089
8,835.0,8.0,0.1198,0.03517,0.89557,0.06534
9,835.0,9.0,0.14295,0.03305,0.89142,0.00244
10,835.0,10.0,0.23662,0.03366,0.59958,0.00297
1,836.0,1.0,0.03004,0.00169,0.90912,0.10958
2,836.0,2.0,0.08922,0.01536,0.8144,0.21822
3,836.0,3.0,0.0716,0.02772,0.8247,0.09883
4,836.0,4.0,0.05532,0.03264,0.13637,0.00432
5,836.0,5.0,0.12775,0.00812,0.86948,0.00424
6,836.0,6.0,0.06727,0.02534,0.94756,0.07457
7,836.0,7.0,0.13292,0.01421,0.60568,0.05173
8,836.0,8.0,0.10386,0.0206,0.15288,0.07636
9,836.0,9.0,0.20238,0.02361,0.36727,0.16096
10,836.0,10.0,0.19475,0.07919,0.18512,0.0041
1,837.0,1.0,0.06991,0.01711,0.58691,0.02566
2,837.0,2.0,0.08423,0.02815,0.92761,0.05753
3,837.0,3.0,0.05366,0.00662,0.96443,0.05667
4,837.0,4.0,0.05333,0.01434,0.08928,0.01193
5,837.0,5.0,0.03395,0.03384,0.60938,0.02606
6,837.0,6.0,0.06409,0.00823,0.79654,0.07396
7,837.0,7.0,0.10634,0.03181,0.2655,0.30121
8,837.0,8.0,0.07659,0.04202,0.56442,0.01154
9,837.0,9.0,0.18864,0.03764,0.09011,0.11545
10,837.0,10.0,0.14181,0.04753,0.92455,0.0078
1,838.0,1.0,0.07991,0.01062,0.86812,0.0102
2,838.0,2.0,0.04149,0.01563,0.24173,0.35856
3,838.0,3.0,0.05196,0.00819,0.49863,0.46916
4,838.0,4.0,0.05152,0.03985,0.01999,0.00928
5,838.0,5.0,0.11508,0.02199,0.77308,0.00623
6,838.0,6.0,0.13768,0.04394,0.5785,0.07821
7,838.0,7.0,0.12775,0.06531,0.35065,0.00268
8,838.0,8.0,0.12175,0.03642,0.58409,0.07889
9,838.0,9.0,0.13357,0.02601,0.96845,0.00248
10,838.0,10.0,0.12929,0.04055,0.84402,0.45763
1,839.0,1.0,0.02437,0.00931,0.78051,0.03563
2,839.0,2.0,0.04645,0.00218,0.92564,0.12827
3,839.0,3.0,0.09426,0.00808,0.40619,0.03926
4,839.0,4.0,0.05734,0.00164,0.84318,0.0362
5,839.0,5.0,0.06639,0.02884,0.99521,0.14823
6,839.0,6.0,0.06823,0.05511,0.78402,0.00605
7,839.0,7.0,0.11548,0.0391,0.92341,0.08911
8,839.0,8.0,0.17051,0.04688,0.73003,0.03004
